"crops","nitrogen","phosphorus","potassium","ph","temperature","annual_rainfall","season","soil_type"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"25 - 30",600,"kharif","sandy"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"25 - 30",600,"kharif","sandy"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"30 - 35",600,"kharif","sandy"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"30 - 35",600,"kharif","sandy"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"20 - 25",150,"rabi","clay"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"20 - 25",150,"rabi","clay"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"25 - 30",150,"rabi","clay"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"25 - 30",150,"rabi","clay"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"30 - 35",150,"rabi","clay"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"30 - 35",150,"rabi","clay"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"20 - 25",600,"rabi","clay"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"20 - 25",600,"rabi","clay"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"25 - 30",600,"rabi","clay"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"25 - 30",600,"rabi","clay"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"30 - 35",600,"rabi","clay"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"30 - 35",600,"rabi","clay"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"20 - 25",150,"kharif","clay"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"20 - 25",150,"kharif","clay"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"25 - 30",150,"kharif","clay"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"25 - 30",150,"kharif","clay"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"30 - 35",150,"kharif","clay"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"30 - 35",150,"kharif","clay"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"20 - 25",600,"kharif","clay"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"20 - 25",600,"kharif","clay"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"25 - 30",600,"kharif","clay"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"25 - 30",600,"kharif","clay"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"30 - 35",600,"kharif","clay"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"30 - 35",600,"kharif","clay"
"Indian plum","10 - 30","5 - 15","5 - 15",5.5,"5 - 10",15,"kharif","loam"
"Indian plum","10 - 30","5 - 15","5 - 15",6.5,"5 - 10",15,"kharif","loam"
"Indian plum","10 - 30","5 - 15","5 - 15",5.5,"10 - 15",15,"kharif","loam"
"Indian plum","10 - 30","5 - 15","5 - 15",6.5,"10 - 15",15,"kharif","loam"
"Indian plum","10 - 30","5 - 15","5 - 15",5.5,"5 - 10",225,"kharif","loam"
"Indian plum","10 - 30","5 - 15","5 - 15",6.5,"5 - 10",225,"kharif","loam"
"Indian plum","10 - 30","5 - 15","5 - 15",5.5,"10 - 15",225,"kharif","loam"
"Indian plum","10 - 30","5 - 15","5 - 15",6.5,"10 - 15",225,"kharif","loam"
"Indian plum","10 - 30","5 - 15","5 - 15",5.5,"5 - 10",15,"kharif","sandy"
"Indian plum","10 - 30","5 - 15","5 - 15",6.5,"5 - 10",15,"kharif","sandy"
"Indian plum","10 - 30","5 - 15","5 - 15",5.5,"10 - 15",15,"kharif","sandy"
"Indian plum","10 - 30","5 - 15","5 - 15",6.5,"10 - 15",15,"kharif","sandy"
"Indian plum","10 - 30","5 - 15","5 - 15",5.5,"5 - 10",225,"kharif","sandy"
"Indian plum","10 - 30","5 - 15","5 - 15",6.5,"5 - 10",225,"kharif","sandy"
"Indian plum","10 - 30","5 - 15","5 - 15",5.5,"10 - 15",225,"kharif","sandy"
"Indian plum","10 - 30","5 - 15","5 - 15",6.5,"10 - 15",225,"kharif","sandy"
"Indian plum","10 - 30","5 - 15","5 - 15",5.5,"5 - 10",15,"kharif","clay"
"Indian plum","10 - 30","5 - 15","5 - 15",6.5,"5 - 10",15,"kharif","clay"
"Indian plum","10 - 30","5 - 15","5 - 15",5.5,"10 - 15",15,"kharif","clay"
"Indian plum","10 - 30","5 - 15","5 - 15",6.5,"10 - 15",15,"kharif","clay"
"Indian plum","10 - 30","5 - 15","5 - 15",5.5,"5 - 10",225,"kharif","clay"
"Indian plum","10 - 30","5 - 15","5 - 15",6.5,"5 - 10",225,"kharif","clay"
"Indian plum","10 - 30","5 - 15","5 - 15",5.5,"10 - 15",225,"kharif","clay"
"Indian plum","10 - 30","5 - 15","5 - 15",6.5,"10 - 15",225,"kharif","clay"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"20 - 25",250,"kharif","loam"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"20 - 25",250,"kharif","loam"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"25 - 30",250,"kharif","loam"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"25 - 30",250,"kharif","loam"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"30 - 35",250,"kharif","loam"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"30 - 35",250,"kharif","loam"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"20 - 25",400,"kharif","loam"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"20 - 25",400,"kharif","loam"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"25 - 30",400,"kharif","loam"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"25 - 30",400,"kharif","loam"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"30 - 35",400,"kharif","loam"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"30 - 35",400,"kharif","loam"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"20 - 25",250,"rabi","loam"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"20 - 25",250,"rabi","loam"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"25 - 30",250,"rabi","loam"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"25 - 30",250,"rabi","loam"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"30 - 35",250,"rabi","loam"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"30 - 35",250,"rabi","loam"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"20 - 25",400,"rabi","loam"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"20 - 25",400,"rabi","loam"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"25 - 30",400,"rabi","loam"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"25 - 30",400,"rabi","loam"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"30 - 35",400,"rabi","loam"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"30 - 35",400,"rabi","loam"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"20 - 25",250,"kharif","sandy"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"20 - 25",250,"kharif","sandy"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"25 - 30",250,"kharif","sandy"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"25 - 30",250,"kharif","sandy"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"30 - 35",250,"kharif","sandy"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"30 - 35",250,"kharif","sandy"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"20 - 25",400,"kharif","sandy"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"20 - 25",400,"kharif","sandy"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"25 - 30",400,"kharif","sandy"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"25 - 30",400,"kharif","sandy"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"30 - 35",400,"kharif","sandy"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"30 - 35",400,"kharif","sandy"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"20 - 25",250,"rabi","sandy"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"20 - 25",250,"rabi","sandy"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"25 - 30",250,"rabi","sandy"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"25 - 30",250,"rabi","sandy"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"30 - 35",250,"rabi","sandy"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"30 - 35",250,"rabi","sandy"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"20 - 25",400,"rabi","sandy"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"20 - 25",400,"rabi","sandy"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"25 - 30",400,"rabi","sandy"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"25 - 30",400,"rabi","sandy"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"30 - 35",400,"rabi","sandy"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"30 - 35",400,"rabi","sandy"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"20 - 25",250,"kharif","clay"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"20 - 25",250,"kharif","clay"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"25 - 30",250,"kharif","clay"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"25 - 30",250,"kharif","clay"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"30 - 35",250,"kharif","clay"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"30 - 35",250,"kharif","clay"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"20 - 25",400,"kharif","clay"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"20 - 25",400,"kharif","clay"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"25 - 30",400,"kharif","clay"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"25 - 30",400,"kharif","clay"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"30 - 35",400,"kharif","clay"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"30 - 35",400,"kharif","clay"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"20 - 25",250,"rabi","clay"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"20 - 25",250,"rabi","clay"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"25 - 30",250,"rabi","clay"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"25 - 30",250,"rabi","clay"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"30 - 35",250,"rabi","clay"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"30 - 35",250,"rabi","clay"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"20 - 25",400,"rabi","clay"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"20 - 25",400,"rabi","clay"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"25 - 30",400,"rabi","clay"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"25 - 30",400,"rabi","clay"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",3,"30 - 35",400,"rabi","clay"
"Garcinia indica (kokum)","30 - 50","15 - 35","40 - 60",4.2,"30 - 35",400,"rabi","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"0 - 5",5,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"0 - 5",5,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"5 - 10",5,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"5 - 10",5,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"10 - 15",5,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"10 - 15",5,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"15 - 20",5,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"15 - 20",5,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"20 - 25",5,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"20 - 25",5,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"25 - 30",5,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"25 - 30",5,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"30 - 35",5,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"30 - 35",5,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"35 - 40",5,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"35 - 40",5,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"40 - 45",5,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"40 - 45",5,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"0 - 5",15,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"0 - 5",15,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"5 - 10",15,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"5 - 10",15,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"10 - 15",15,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"10 - 15",15,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"15 - 20",15,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"15 - 20",15,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"20 - 25",15,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"20 - 25",15,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"25 - 30",15,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"25 - 30",15,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"30 - 35",15,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"30 - 35",15,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"35 - 40",15,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"35 - 40",15,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"40 - 45",15,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"40 - 45",15,"kharif","loam"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"0 - 5",5,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"0 - 5",5,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"5 - 10",5,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"5 - 10",5,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"10 - 15",5,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"10 - 15",5,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"15 - 20",5,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"15 - 20",5,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"20 - 25",5,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"20 - 25",5,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"25 - 30",5,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"25 - 30",5,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"30 - 35",5,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"30 - 35",5,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"35 - 40",5,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"35 - 40",5,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"40 - 45",5,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"40 - 45",5,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"0 - 5",15,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"0 - 5",15,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"5 - 10",15,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"5 - 10",15,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"10 - 15",15,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"10 - 15",15,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"15 - 20",15,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"15 - 20",15,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"20 - 25",15,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"20 - 25",15,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"25 - 30",15,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"25 - 30",15,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"30 - 35",15,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"30 - 35",15,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"35 - 40",15,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"35 - 40",15,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",4.5,"40 - 45",15,"kharif","clay"
"Tamarind","10 - 30","5 - 25","15 - 35",9,"40 - 45",15,"kharif","clay"
"Elephant foot yam (Suran)","40 - 60","40 - 60","40 - 60",5.5,"25 - 30",50,"rabi","red loam"
"Elephant foot yam (Suran)","40 - 60","40 - 60","40 - 60",7,"25 - 30",50,"rabi","red loam"
"Elephant foot yam (Suran)","40 - 60","40 - 60","40 - 60",5.5,"25 - 30",70,"rabi","red loam"
"Elephant foot yam (Suran)","40 - 60","40 - 60","40 - 60",7,"25 - 30",70,"rabi","red loam"
"Garlic","40 - 60","5 - 15","50 - 70",6,"0 - 5",15,"rabi","sandy loam"
"Garlic","40 - 60","5 - 15","50 - 70",7.5,"0 - 5",15,"rabi","sandy loam"
"Garlic","40 - 60","5 - 15","50 - 70",6,"5 - 10",15,"rabi","sandy loam"
"Garlic","40 - 60","5 - 15","50 - 70",7.5,"5 - 10",15,"rabi","sandy loam"
"Garlic","40 - 60","5 - 15","50 - 70",6,"0 - 5",30,"rabi","sandy loam"
"Garlic","40 - 60","5 - 15","50 - 70",7.5,"0 - 5",30,"rabi","sandy loam"
"Garlic","40 - 60","5 - 15","50 - 70",6,"5 - 10",30,"rabi","sandy loam"
"Garlic","40 - 60","5 - 15","50 - 70",7.5,"5 - 10",30,"rabi","sandy loam"
"Garlic","40 - 60","5 - 15","50 - 70",6,"0 - 5",15,"rabi","clay"
"Garlic","40 - 60","5 - 15","50 - 70",7.5,"0 - 5",15,"rabi","clay"
"Garlic","40 - 60","5 - 15","50 - 70",6,"5 - 10",15,"rabi","clay"
"Garlic","40 - 60","5 - 15","50 - 70",7.5,"5 - 10",15,"rabi","clay"
"Garlic","40 - 60","5 - 15","50 - 70",6,"0 - 5",30,"rabi","clay"
"Garlic","40 - 60","5 - 15","50 - 70",7.5,"0 - 5",30,"rabi","clay"
"Garlic","40 - 60","5 - 15","50 - 70",6,"5 - 10",30,"rabi","clay"
"Garlic","40 - 60","5 - 15","50 - 70",7.5,"5 - 10",30,"rabi","clay"
"Lemon","10 - 30","5 - 15","5 - 15",5.5,"20 - 25",200,"rabi","loam"
"Lemon","10 - 30","5 - 15","5 - 15",7,"20 - 25",200,"rabi","loam"
"Lemon","10 - 30","5 - 15","5 - 15",5.5,"25 - 30",200,"rabi","loam"
"Lemon","10 - 30","5 - 15","5 - 15",7,"25 - 30",200,"rabi","loam"
"Lemon","10 - 30","5 - 15","5 - 15",5.5,"30 - 35",200,"rabi","loam"
"Lemon","10 - 30","5 - 15","5 - 15",7,"30 - 35",200,"rabi","loam"
"Lemon","10 - 30","5 - 15","5 - 15",5.5,"35 - 40",200,"rabi","loam"
"Lemon","10 - 30","5 - 15","5 - 15",7,"35 - 40",200,"rabi","loam"
"Lemon","10 - 30","5 - 15","5 - 15",5.5,"20 - 25",300,"rabi","loam"
"Lemon","10 - 30","5 - 15","5 - 15",7,"20 - 25",300,"rabi","loam"
"Lemon","10 - 30","5 - 15","5 - 15",5.5,"25 - 30",300,"rabi","loam"
"Lemon","10 - 30","5 - 15","5 - 15",7,"25 - 30",300,"rabi","loam"
"Lemon","10 - 30","5 - 15","5 - 15",5.5,"30 - 35",300,"rabi","loam"
"Lemon","10 - 30","5 - 15","5 - 15",7,"30 - 35",300,"rabi","loam"
"Lemon","10 - 30","5 - 15","5 - 15",5.5,"35 - 40",300,"rabi","loam"
"Lemon","10 - 30","5 - 15","5 - 15",7,"35 - 40",300,"rabi","loam"
"Lemon","10 - 30","5 - 15","5 - 15",5.5,"20 - 25",200,"rabi","sandy loam"
"Lemon","10 - 30","5 - 15","5 - 15",7,"20 - 25",200,"rabi","sandy loam"
"Lemon","10 - 30","5 - 15","5 - 15",5.5,"25 - 30",200,"rabi","sandy loam"
"Lemon","10 - 30","5 - 15","5 - 15",7,"25 - 30",200,"rabi","sandy loam"
"Lemon","10 - 30","5 - 15","5 - 15",5.5,"30 - 35",200,"rabi","sandy loam"
"Lemon","10 - 30","5 - 15","5 - 15",7,"30 - 35",200,"rabi","sandy loam"
"Lemon","10 - 30","5 - 15","5 - 15",5.5,"35 - 40",200,"rabi","sandy loam"
"Lemon","10 - 30","5 - 15","5 - 15",7,"35 - 40",200,"rabi","sandy loam"
"Lemon","10 - 30","5 - 15","5 - 15",5.5,"20 - 25",300,"rabi","sandy loam"
"Lemon","10 - 30","5 - 15","5 - 15",7,"20 - 25",300,"rabi","sandy loam"
"Lemon","10 - 30","5 - 15","5 - 15",5.5,"25 - 30",300,"rabi","sandy loam"
"Lemon","10 - 30","5 - 15","5 - 15",7,"25 - 30",300,"rabi","sandy loam"
"Lemon","10 - 30","5 - 15","5 - 15",5.5,"30 - 35",300,"rabi","sandy loam"
"Lemon","10 - 30","5 - 15","5 - 15",7,"30 - 35",300,"rabi","sandy loam"
"Lemon","10 - 30","5 - 15","5 - 15",5.5,"35 - 40",300,"rabi","sandy loam"
"Lemon","10 - 30","5 - 15","5 - 15",7,"35 - 40",300,"rabi","sandy loam"
"Tomato","90 - 110","30 - 50","80 - 100",6,"15 - 20",60,"rabi","sandy loam"
"Tomato","90 - 110","30 - 50","80 - 100",6.8,"15 - 20",60,"rabi","sandy loam"
"Tomato","90 - 110","30 - 50","80 - 100",6,"20 - 25",60,"rabi","sandy loam"
"Tomato","90 - 110","30 - 50","80 - 100",6.8,"20 - 25",60,"rabi","sandy loam"
"Tomato","90 - 110","30 - 50","80 - 100",6,"25 - 30",60,"rabi","sandy loam"
"Tomato","90 - 110","30 - 50","80 - 100",6.8,"25 - 30",60,"rabi","sandy loam"
"Tomato","90 - 110","30 - 50","80 - 100",6,"15 - 20",150,"rabi","sandy loam"
"Tomato","90 - 110","30 - 50","80 - 100",6.8,"15 - 20",150,"rabi","sandy loam"
"Tomato","90 - 110","30 - 50","80 - 100",6,"20 - 25",150,"rabi","sandy loam"
"Tomato","90 - 110","30 - 50","80 - 100",6.8,"20 - 25",150,"rabi","sandy loam"
"Tomato","90 - 110","30 - 50","80 - 100",6,"25 - 30",150,"rabi","sandy loam"
"Tomato","90 - 110","30 - 50","80 - 100",6.8,"25 - 30",150,"rabi","sandy loam"
"Tomato","90 - 110","30 - 50","80 - 100",6,"15 - 20",60,"rabi","loam"
"Tomato","90 - 110","30 - 50","80 - 100",6.8,"15 - 20",60,"rabi","loam"
"Tomato","90 - 110","30 - 50","80 - 100",6,"20 - 25",60,"rabi","loam"
"Tomato","90 - 110","30 - 50","80 - 100",6.8,"20 - 25",60,"rabi","loam"
"Tomato","90 - 110","30 - 50","80 - 100",6,"25 - 30",60,"rabi","loam"
"Tomato","90 - 110","30 - 50","80 - 100",6.8,"25 - 30",60,"rabi","loam"
"Tomato","90 - 110","30 - 50","80 - 100",6,"15 - 20",150,"rabi","loam"
"Tomato","90 - 110","30 - 50","80 - 100",6.8,"15 - 20",150,"rabi","loam"
"Tomato","90 - 110","30 - 50","80 - 100",6,"20 - 25",150,"rabi","loam"
"Tomato","90 - 110","30 - 50","80 - 100",6.8,"20 - 25",150,"rabi","loam"
"Tomato","90 - 110","30 - 50","80 - 100",6,"25 - 30",150,"rabi","loam"
"Tomato","90 - 110","30 - 50","80 - 100",6.8,"25 - 30",150,"rabi","loam"
"Ash Gourd","50 - 70","5 - 15","20 - 40",6,"20 - 25",50,"rabi","sandy loam"
"Ash Gourd","50 - 70","5 - 15","20 - 40",6.5,"20 - 25",50,"rabi","sandy loam"
"Ash Gourd","50 - 70","5 - 15","20 - 40",6,"25 - 30",50,"rabi","sandy loam"
"Ash Gourd","50 - 70","5 - 15","20 - 40",6.5,"25 - 30",50,"rabi","sandy loam"
"Ash Gourd","50 - 70","5 - 15","20 - 40",6,"30 - 35",50,"rabi","sandy loam"
"Ash Gourd","50 - 70","5 - 15","20 - 40",6.5,"30 - 35",50,"rabi","sandy loam"
"Ash Gourd","50 - 70","5 - 15","20 - 40",6,"20 - 25",80,"rabi","sandy loam"
"Ash Gourd","50 - 70","5 - 15","20 - 40",6.5,"20 - 25",80,"rabi","sandy loam"
"Ash Gourd","50 - 70","5 - 15","20 - 40",6,"25 - 30",80,"rabi","sandy loam"
